date,index,ln_index,daily_return
2022-09-15,11552.36,9.354645024081941,-0.014379734922041365
2022-09-16,11448.4,9.345605261226856,-0.009039762855085343
2022-09-19,11535.02,9.35314290445984,0.007537643232984337
2022-09-20,11425.05,9.343563592120445,-0.009579312339395685
2022-09-21,11220.19,9.325470112979653,-0.018093479140791402
2022-09-22,11066.81,9.311705817959826,-0.013764295019827344
2022-09-23,10867.93,9.293571529598003,-0.01813428836182318
2022-09-26,10802.92,9.2875717469392,-0.005999782658802744
2022-09-27,10829.5,9.29002917087755,0.0024574239383508
2022-09-28,11051.64,9.310334112222884,0.02030494134533356
2022-09-29,10737.51,9.28149849760756,-0.0288356146153248
2022-09-30,10575.62,9.266306631037484,-0.015191866570075874
2022-10-03,10815.43,9.288729097189925,0.0224224661524417
2022-10-04,11176.41,9.321560586019082,0.03283148882915654
2022-10-05,11148.64,9.31907279635477,-0.0024877896643111796
2022-10-06,11073.31,9.312292987332597,-0.006779809022173566
2022-10-07,10652.4,9.273540497862275,-0.038752489470322615
2022-10-10,10542.1,9.26313204323622,-0.010408454626054109
2022-10-11,10426.19,9.252076188833593,-0.011055854402627574
2022-10-12,10417.1,9.251203965631182,-0.0008722232024105381
2022-10-13,10649.15,9.273235355745834,0.022031390114651828
2022-10-14,10321.39,9.241973719888161,-0.03126163585767294
2022-10-17,10675.8,9.275734776740846,0.03376105685268449
2022-10-18,10772.4,9.284742586550642,0.009007809809796541
2022-10-19,10680.51,9.276175864183045,-0.008566722367596924
2022-10-20,10614.84,9.270008301013865,-0.006167563169180212
2022-10-21,10859.72,9.29281581046678,0.022807509452915653
2022-10-24,10952.61,9.301333063006712,0.008517252539931519
2022-10-25,11199.12,9.323590482767719,0.022257419761006147
2022-10-26,10970.99,9.303009795323137,-0.02058068744458197
2022-10-27,10792.67,9.286622478984983,-0.016387316338153823
2022-10-28,11102.45,9.314921083665912,0.02829860468092882
2022-10-31,10988.15,9.304572698377902,-0.010348385288009965
2022-11-01,10890.85,9.29567826614088,-0.008894432237021022
2022-11-02,10524.8,9.261489655994739,-0.03418861014614194
2022-11-03,10342.94,9.24405944033613,-0.01743021565860836
2022-11-04,10475.25,9.256770610853991,0.012711170517860637
2022-11-07,10564.52,9.265256495984444,0.008485885130452786
2022-11-08,10616.2,9.270136415322149,0.004879919337705374
2022-11-09,10353.17,9.245048031992548,-0.02508838332960117
2022-11-10,11114.15,9.315974350239703,0.0709263182471549
2022-11-11,11323.33,9.334620478109084,0.018646127869381246
2022-11-14,11196.22,9.323331500317243,-0.011288977791840793
2022-11-15,11358.41,9.337713717690425,0.014382217373182016
2022-11-16,11183.66,9.322209063439239,-0.015504654251186523
2022-11-17,11144.96,9.318742656760142,-0.003466406679097034
2022-11-18,11146.06,9.318841351212068,9.869445192656201e-05
2022-11-21,11024.51,9.307876254882919,-0.01096509632914966
2022-11-22,11174.41,9.321381621667408,0.013505366784489325
2022-11-23,11285.32,9.331258045074684,0.00987642340727568
2022-11-25,11226.36,9.326019863400578,-0.005238181674105391
2022-11-28,11049.5,9.31014045705336,-0.01587940634721896
2022-11-29,10983.78,9.304174918113937,-0.005965538939422643
2022-11-30,11468.0,9.34731582700326,0.04314090888932398
2022-12-01,11482.45,9.34857506173804,0.0012592347347801791
2022-12-02,11461.5,9.34674887175573,-0.0018261899823102112
2022-12-05,11239.94,9.327228785355143,-0.019520086400588
2022-12-06,11014.89,9.307003272804373,-0.020225512550769764
2022-12-07,10958.55,9.301875252479613,-0.0051280203247596745
2022-12-08,11082.0,9.313077449427295,0.011202196947682097
2022-12-09,11004.62,9.306070463605195,-0.00700698582210002
2022-12-12,11143.74,9.318633184247055,0.012562720641859926
2022-12-13,11256.81,9.328728557825581,0.010095373578526079
2022-12-14,11170.89,9.321066566597294,-0.00766199122828759
2022-12-15,10810.53,9.288275938108539,-0.03279062848875469
2022-12-16,10705.41,9.278504500150241,-0.009771437958297824
2022-12-19,10546.03,9.263504764766816,-0.014999735383424806
2022-12-20,10547.11,9.263607167728248,0.00010240296143138039
2022-12-21,10709.37,9.278874338182211,0.01526717045396353
2022-12-22,10476.12,9.25685366031572,-0.02202067786649131
2022-12-23,10497.86,9.258926705849822,0.002073045534102036
